,map_id
3208,R17463
3210,R18257
3212,R18443
3214,R18133
3215,R18393
3216,R323156
3217,R18129
3218,R17375
3219,R18173
3220,R322861
3221,R18365
3222,R18154
3223,R18147
3224,R17373
3225,R17343
3227,R18061
3228,R321535
3229,R322217
3230,R18107
3232,R10756
3233,R18085
3234,R18051
3235,R18252
3236,R18100
3237,R18213
3238,R18217
3239,R17249
3240,R17920
3241,R17221
3242,R17915
3243,R17885
3244,R17964
3245,R18114
3246,R18122
3247,R17205
3248,R17227
3249,R10750
3250,R17930
3251,R18126
3252,R18065
3253,R17916
3254,R10189
3255,R17185
3256,R17184
3257,R310144
3259,R17182
3261,R10749
3262,R17703
3263,R17656
3264,R17978
3267,R17880
3268,R320503
3269,R17719
3275,R18663
3278,R18460
3282,R18458
3284,R18463
3285,R18447
3286,R18442
3291,R11311
3292,R18449
3296,R11702
3299,R17603
3300,R321667
3301,R321668
3303,R321669
3304,R321665
3305,R312723
3306,R321666
3307,R312717
3309,R11700
3312,R17594
3314,R312720
3318,R18401
3322,R18398
3323,R18391
3327,R18379
3330,R303265
3332,R308695
3337,R18336
3340,R18361
3341,R18332
3342,R17545
3343,R18370
3344,R303068
3345,R302985
3347,R302927
3348,R302932
3350,R302922
3351,R302911
3352,R302920
3353,R302940
3354,R302993
3356,R318469
3357,R18322
3358,R302888
3359,R302925
3360,R302868
3362,R322457
3363,R18532
3364,R302318
3365,R302421
3368,R301548
3369,R302640
3371,R302651
3372,R301590
3373,R301502
3374,R301580
3375,R301479
3377,R17023
3378,R301392
3379,R16785
3380,R17022
3382,R16235
3383,R16617
3384,R301285
3385,R16620
3387,R16783
3389,R16781
3390,R301290
3391,R14937
3392,R58882
3393,R58956
3394,R58901
3395,R58189
3396,R58123
3397,R58219
3398,R58153
3399,R14582
3400,R58166
3401,R59047
3402,R58174
3403,R58095
3404,R58105
3405,R58877
3406,R14928
3407,R15022
3408,R59850
3409,R15389
3410,R59825
3411,R58494
3412,R15036
3413,R58492
3414,R58642
3415,R59732
3416,R58643
3417,R14598
3418,R14597
3419,R58624
3420,R59747
3421,R15017
3422,R58449
3423,R58596
3424,R59605
3425,R14999
3426,R15007
3427,R59556
3428,R58583
3429,R15005
3430,R15004
3431,R59678
3432,R59729
3433,R59583
3434,R320784
3435,R14997
3436,R14593
3437,R14595
3438,R59597
3439,R58308
3440,R58476
3441,R59499
3442,R58336
3443,R58301
3444,R58319
3445,R59389
3446,R14974
3447,R62818
3448,R58317
3449,R15336
3450,R14982
3451,R58278
3452,R59490
3453,R58416
3454,R58284
3455,R59342
3456,R58356
3457,R58260
3458,R15311
3459,R59378
3460,R58350
3461,R59268
3462,R14966
3463,R59144
3464,R14965
3465,R58248
3466,R59335
3467,R59238
3468,R58198
3469,R315216
3470,R59220
3471,R59114
3472,R58254
3473,R323786
3474,R59124
3475,R58184
3476,R58167
3477,R58130
3478,R322953
3479,R58070
3480,R58268
3481,R58959
3482,R58266
3483,R59106
3484,R58775
3485,R58972
3486,R58093
3487,R58714
3488,R301279
3489,R58712
3490,R58122
3491,R301236
3492,R312627
3496,R16602
3497,R58113
3498,R10165
3499,R301143
3500,R16216
3501,R301233
3502,R301102
3503,R301091
3504,R17006
3505,R16206
3506,R301082
3508,R301084
3509,R16592
3510,R16183
3511,R16755
3512,R313418
3513,R16753
3514,R16744
3515,R16586
3516,R17008
3517,R16595
3518,R16764
3519,R17002
3520,R16547
3521,R16124
3522,R16616
3523,R16108
3524,R11599
3525,R16075
3526,R16619
3527,R16112
3528,R16995
3529,R16780
3530,R16536
3531,R16136
3532,R16159
3533,R16641
3534,R319605
3535,R16612
3536,R16028
3537,R16001
3538,R63246
3539,R16518
3540,R16725
3541,R16567
3542,R16535
3543,R319877
3544,R16452
3545,R319879
3546,R16479
3547,R11255
3548,R16594
3549,R16718
3550,R10714
3551,R320492
3552,R16701
3553,R16716
3554,R11271
3555,R15886
3556,R15904
3557,R15868
3558,R16434
3559,R15865
3560,R10712
3561,R16517
3562,R10161
3563,R16513
3564,R16419
3565,R16523
3566,R16702
3567,R10743
3568,R17610
3569,R17630
3570,R17129
3571,R301747
3574,R17602
3575,R11646
3576,R323207
3577,R17627
3578,R17766
3579,R319854
3581,R323209
3582,R17762
3590,R17455
3593,R17475
3594,R318332
3597,R17464
3598,R10179
3599,R17449
3600,R11642
3601,R10738
3602,R17031
3603,R10177
3604,R17648
3605,R10737
3606,R17348
3607,R318340
3608,R17514
3609,R11638
3610,R17015
3611,R17359
3612,R17636
3613,R323409
3614,R318337
3615,R16982
3616,R17304
3617,R17419
3618,R17402
3619,R17374
3620,R10736
3621,R17509
3622,R17397
3623,R17406
3624,R62941
3625,R17513
3626,R17123
3627,R63086
3628,R17132
3629,R16944
3630,R16954
3631,R17102
3632,R16935
3633,R17342
3634,R16879
3635,R16936
3636,R17327
3637,R17234
3638,R17485
3639,R17324
3640,R17356
3641,R10171
3642,R17330
3643,R306799
3644,R17109
3645,R17320
3646,R16928
3647,R321409
3648,R16918
3649,R16864
3650,R17082
3651,R11261
3652,R16850
3653,R10169
3654,R301424
3655,R16906
3656,R16909
3657,R16905
3658,R16898
3659,R17074
3660,R17278
3661,R16848
3662,R16825
3663,R16807
3664,R303397
3666,R309739
3667,R303305
3670,R309738
3672,R303294
3675,R303365
3677,R303398
3678,R303300
3689,R18775
3691,R18608
3719,R18753
3723,R17793
3724,R17803
3725,R18750
3726,R18574
3730,R17752
3732,R17761
3734,R322244
3735,R11710
3736,R18551
3738,R17773
3739,R17779
3740,R18725
3741,R18576
3746,R18722
3752,R305253
3754,R18491
3762,R18488
3764,R313764
3765,R19076
3767,R19070
3768,R10226
3769,R11706
3770,R11748
3772,R19401
3773,R19067
3776,R307198
3778,R19063
3783,R10225
3785,R11746
3787,R19078
3790,R19075
3791,R19387
3792,R19064
3793,R307003
3794,R307017
3795,R317658
3797,R19056
3798,R19389
3800,R317616
3801,R19037
3803,R306984
3805,R11343
3806,R321990
3807,R306895
3811,R19039
3831,R306741
3832,R306715
3833,R306747
3836,R306724
3837,R306731
3838,R306727
3839,R306663
3841,R19217
3844,R306662
3849,R306631
3852,R306528
3853,R306549
3859,R19480
3861,R18994
3869,R19659
3870,R19639
3871,R307959
3873,R307956
3886,R19619
3891,R19606
3922,R19299
3942,R19175
3956,R19173
3959,R19066
3960,R19062
3966,R18828
3968,R305918
3970,R19052
3972,R18808
3974,R63277
3978,R11728
3980,R18212
3984,R305720
3985,R18163
3988,R322231
3990,R18806
3991,R10214
3995,R305532
3996,R305413
3997,R18998
3998,R305502
4000,R305390
4002,R305377
4003,R305283
4005,R305299
4006,R18983
4007,R305379
4008,R305322
4011,R305292
4014,R18967
4015,R305123
4016,R305076
4018,R305153
4022,R305129
4023,R18112
4025,R18755
4026,R18109
4028,R18955
4029,R18774
4030,R305023
4031,R304930
4032,R18945
4033,R304945
4034,R304947
4035,R18953
4036,R304924
4037,R304919
4038,R18772
4039,R62876
4040,R304835
4041,R304917
4042,R18932
4043,R11331
4044,R304763
4045,R304762
4046,R304939
4047,R18739
4049,R18066
4053,R18049
4054,R18702
4055,R18044
4056,R18699
4058,R54417
4059,R311166
4060,R14567
4061,R57670
4062,R56306
4063,R55575
4064,R54209
4065,R55873
4066,R320139
4067,R55202
4068,R322957
4069,R314065
4070,R55184
4071,R48071
4072,R54054
4073,R47660
4074,R50585
4075,R50587
4076,R50582
4077,R50614
4078,R47930
4079,R47537
4080,R318904
4081,R47338
4082,R52095
4083,R47172
4084,R14137
4085,R47285
4086,R52109
4087,R47944
4088,R47862
4089,R47342
4090,R318621
4091,R47279
4092,R47158
4093,R47000
4094,R47436
4095,R52000
4096,R51980
4097,R14123
4098,R46998
4099,R46993
4100,R51960
4101,R46743
4102,R52003
4103,R47839
4104,R14065
4105,R47157
4106,R50836
4107,R54584
4108,R323755
4109,R323754
4110,R50718
4111,R50734
4112,R54615
4113,R54752
4114,R50759
4115,R50832
4116,R50720
4117,R50752
4118,R54609
4119,R50887
4120,R54644
4121,R50947
4122,R54768
4123,R14197
4124,R51506
4125,R54755
4126,R50917
4127,R51487
4128,R304867
4129,R50929
4130,R51529
4131,R50911
4132,R54756
4133,R51054
4134,R54762
4135,R313881
4136,R51484
4137,R313878
4138,R54739
4139,R51017
4140,R51458
4141,R54721
4142,R54727
4143,R51468
4144,R54724
4145,R51003
4146,R50877
4147,R51446
4148,R51036
4149,R54726
4150,R51455
4151,R50852
4152,R314331
4153,R51412
4154,R50850
4155,R54711
4156,R51357
4157,R54703
4158,R50841
4159,R50863
4160,R318977
4161,R50807
4162,R50968
4163,R54706
4164,R51332
4165,R50971
4166,R50802
4167,R50960
4168,R54684
4169,R54682
4170,R320269
4171,R51320
4172,R322487
4173,R54669
4174,R313071
4175,R51252
4176,R50764
4177,R14396
4178,R51314
4179,R322490
4180,R50714
4181,R51076
4182,R50824
4183,R51086
4184,R318014
4185,R54518
4186,R50654
4187,R50525
4188,R50690
4189,R51072
4190,R50523
4191,R50606
4192,R50672
4193,R319494
4194,R50485
4195,R14127
4196,R50637
4197,R50597
4198,R50489
4199,R50630
4200,R14116
4201,R54384
4202,R50632
4203,R48750
4204,R53034
4205,R50627
4206,R48759
4207,R53032
4208,R50483
4209,R50642
4210,R14069
4211,R48768
4212,R48632
4213,R53028
4214,R48721
4215,R48740
4216,R48737
4217,R318084
4218,R48620
4219,R53024
4220,R48746
4221,R48617
4222,R48574
4223,R48698
4224,R48550
4225,R48561
4226,R48697
4227,R48591
4228,R53005
4229,R52996
4230,R52965
4231,R52981
4232,R48526
4233,R53004
4234,R13472
4235,R48477
4236,R52988
4237,R48608
4238,R48593
4239,R48599
4240,R63192
4241,R48634
4242,R48587
4243,R321469
4244,R48413
4245,R321468
4246,R52933
4247,R48551
4248,R48554
4249,R48553
4250,R48376
4251,R48556
4252,R48540
4253,R48566
4254,R48378
4255,R48573
4256,R63337
4257,R48380
4258,R13464
4259,R14249
4260,R14011
4261,R48385
4262,R48242
4263,R14015
4264,R48231
4265,R321542
4266,R48375
4267,R47831
4268,R52749
4269,R14007
4270,R47833
4271,R52747
4272,R48377
4273,R47843
4274,R48373
4275,R48358
4276,R322031
4277,R48223
4278,R48370
4279,R48214
4280,R48219
4281,R47789
4282,R52710
4283,R48205
4284,R13996
4285,R52725
4286,R47782
4287,R48344
4288,R47784
4289,R48339
4290,R48191
4291,R48153
4292,R52685
4293,R320109
4294,R52697
4295,R48183
4296,R48322
4297,R52702
4298,R52673
4299,R47757
4300,R48280
4301,R48330
4302,R47756
4303,R47762
4304,R46903
4305,R47094
4306,R51932
4307,R46908
4308,R51817
4309,R46628
4310,R14120
4311,R46893
4312,R47081
4313,R47131
4314,R46895
4315,R13763
4316,R46966
4317,R47072
4318,R47069
4319,R46545
4320,R46851
4321,R47057
4322,R46548
4323,R46990
4324,R46506
4325,R46528
4326,R46503
4327,R13200
4328,R46974
4329,R51726
4330,R13196
4331,R51719
4332,R14097
4333,R46847
4334,R46817
4335,R46959
4336,R311119
4337,R46907
4338,R46153
4339,R46832
4340,R323817
4341,R46947
4342,R46920
4343,R46787
4344,R46924
4345,R13600
4346,R46776
4347,R46152
4348,R46824
4349,R46767
4350,R46769
4351,R46890
4352,R323043
4353,R46131
4354,R46735
4355,R46469
4356,R46138
4357,R46116
4358,R46749
4359,R46865
4360,R46747
4361,R13158
4362,R46447
4363,R46431
4364,R46840
4365,R14057
4366,R46649
4367,R46097
4368,R46679
4369,R13721
4370,R46379
4371,R46404
4372,R46615
4373,R46695
4374,R46081
4375,R46080
4376,R46400
4377,R13579
4378,R13153
4379,R46377
4380,R46367
4381,R52357
4382,R46061
4383,R46751
4384,R47323
4385,R46567
4386,R46362
4387,R46065
4388,R46060
4389,R46361
4390,R46075
4391,R46353
4392,R46352
4393,R46721
4394,R52333
4395,R13762
4396,R13758
4397,R47641
4398,R47638
4399,R13880
4400,R47289
4401,R52331
4402,R47902
4403,R10647
4404,R47631
4405,R47317
4406,R47897
4407,R47893
4408,R302395
4409,R47266
4410,R47883
4411,R47319
4412,R52257
4413,R14154
4414,R47842
4415,R47240
4416,R47243
4417,R47481
4418,R47515
4419,R13736
4420,R47226
4421,R317828
4422,R47539
4423,R309604
4424,R52253
4425,R47248
4426,R47478
4427,R47225
4428,R47475
4429,R47191
4430,R47659
4431,R47655
4432,R47400
4433,R47223
4434,R47192
4435,R47667
4436,R52165
4437,R47663
4438,R47741
4439,R47685
4440,R47222
4441,R47728
4442,R47669
4443,R47394
4444,R47178
4445,R52120
4446,R52156
4447,R52060
4448,R47282
4449,R47648
4450,R52122
4451,R47629
4452,R47645
4453,R47386
4454,R47305
4455,R47027
4456,R47180
4457,R13261
4458,R47026
4459,R52044
4460,R52046
4461,R47267
4462,R47504
4463,R47489
4464,R47015
4465,R47480
4466,R47011
4467,R47257
4468,R52023
4469,R52021
4470,R47019
4471,R52027
4472,R52018
4473,R47450
4474,R47007
4475,R47010
4476,R14687
4477,R51718
4478,R52369
4479,R47006
4480,R55351
4481,R51715
4482,R323034
4483,R47008
4484,R52558
4485,R47004
4486,R55366
4487,R52367
4488,R52550
4489,R49081
4490,R49442
4491,R49436
4492,R52348
4493,R49412
4494,R53447
4495,R53422
4496,R49285
4497,R49424
4498,R53436
4499,R49421
4500,R49418
4501,R51694
4502,R49071
4503,R51688
4504,R53409
4505,R312205
4506,R14452
4507,R52484
4508,R314869
4509,R52312
4510,R51673
4511,R52308
4512,R314870
4513,R52306
4514,R49393
4515,R52504
4516,R51692
4517,R51676
4518,R52298
4519,R14438
4520,R51667
4521,R52280
4522,R52453
4523,R322838
4524,R14275
4525,R55285
4526,R55224
4527,R55258
4528,R52441
4529,R52437
4530,R52262
4531,R55243
4532,R52419
4533,R51634
4534,R52004
4535,R315874
4536,R51598
4537,R52244
4538,R52235
4539,R51604
4540,R14434
4541,R14264
4542,R52240
4543,R52237
4544,R14433
4545,R51995
4546,R55213
4547,R55176
4548,R51592
4549,R14348
4550,R51962
4551,R51953
4552,R49068
4553,R52211
4554,R49067
4555,R49367
4556,R53390
4557,R49374
4558,R53374
4559,R55167
4560,R49240
4561,R53368
4562,R49048
4563,R49203
4564,R49354
4565,R320189
4566,R49191
4567,R49195
4568,R49052
4569,R313907
4570,R53341
4571,R49327
4572,R49325
4573,R49335
4574,R49183
4575,R53366
4576,R49309
4577,R49139
4578,R49293
4579,R49031
4580,R319450
4581,R49015
4582,R49030
4583,R49262
4584,R49024
4585,R49256
4586,R53313
4587,R49258
4588,R49276
4589,R49143
4590,R10094
4591,R49027
4592,R49007
4593,R309112
4594,R53256
4595,R48944
4596,R51945
4597,R49222
4598,R51931
4599,R52192
4600,R51570
4601,R51928
4602,R49220
4603,R52207
4604,R49005
4605,R51920
4606,R52149
4607,R51880
4608,R51535
4609,R51891
4610,R55105
4611,R51538
4612,R52134
4613,R52147
4614,R51866
4615,R55101
4616,R52140
4617,R51499
4618,R51533
4619,R51541
4620,R55070
4621,R323619
4622,R317505
4623,R51791
4624,R51848
4625,R14253
4626,R317506
4627,R317504
4628,R52089
4629,R52104
4630,R51768
4631,R51439
4632,R51456
4633,R55055
4634,R319033
4635,R52091
4636,R51821
4637,R48995
4638,R48938
4639,R48996
4640,R49184
4641,R49175
4642,R48969
4643,R49171
4644,R54972
4645,R48970
4646,R48901
4647,R53213
4648,R48963
4649,R48960
4650,R48892
4651,R53199
4652,R49126
4653,R49129
4654,R317985
4655,R48804
4656,R53157
4657,R48870
4658,R48823
4659,R48863
4660,R14080
4661,R48834
4662,R53106
4663,R53128
4664,R48878
4665,R48856
4666,R48844
4667,R322493
4668,R48708
4669,R48803
4670,R53052
4671,R48659
4672,R53037
4673,R48784
4674,R48705
4675,R53039
4676,R50569
4677,R53049
4678,R48671
4679,R48680
4680,R50567
4681,R54365
4682,R50566
4683,R50140
4684,R54334
4685,R50590
4686,R13688
4687,R49859
4688,R50136
4689,R49742
4690,R49739
4691,R323267
4692,R49815
4693,R53906
4694,R53923
4695,R13619
4696,R50138
4697,R50433
4698,R50429
4699,R54303
4700,R54296
4701,R322144
4702,R50517
4703,R322147
4704,R50490
4705,R14384
4706,R50522
4707,R50399
4708,R50575
4709,R50206
4710,R50524
4711,R50519
4712,R54259
4713,R10964
4714,R50467
4715,R54217
4716,R50471
4717,R50484
4718,R54219
4719,R50326
4720,R54247
4721,R50446
4722,R50327
4723,R50176
4724,R11154
4725,R50347
4726,R50321
4727,R50336
4728,R50448
4729,R50412
4730,R50085
4731,R11152
4732,R54166
4733,R54112
4734,R54109
4735,R50154
4736,R50106
4737,R50108
4738,R318218
4739,R50251
4740,R50269
4741,R50091
4742,R54120
4743,R50093
4744,R50240
4745,R49705
4746,R14180
4747,R50352
4748,R49795
4749,R49803
4750,R318921
4751,R49679
4752,R11477
4753,R50320
4754,R49777
4755,R49730
4756,R49671
4757,R49738
4758,R49756
4759,R14066
4760,R53815
4761,R49948
4762,R49911
4763,R49921
4764,R53812
4765,R49577
4766,R49913
4767,R314072
4768,R49639
4769,R53778
4770,R49544
4771,R49692
4772,R49861
4773,R49546
4774,R49533
4775,R317591
4776,R49830
4777,R53716
4778,R49499
4779,R53714
4780,R49841
4781,R49520
4782,R49843
4783,R53700
4784,R49478
4785,R49504
4786,R49513
4787,R49508
4788,R53711
4789,R49816
4790,R49476
4791,R53672
4792,R50034
4793,R54033
4794,R53671
4795,R54021
4796,R14373
4797,R49952
4798,R50283
4799,R49487
4800,R49490
4801,R14374
4802,R53997
4803,R49975
4804,R54003
4805,R50017
4806,R49900
4807,R49906
4808,R14368
4809,R50002
4810,R49902
4811,R13629
4812,R50201
4813,R14189
4814,R50252
4815,R318620
4816,R50001
4817,R13626
4818,R50199
4819,R313314
4820,R14070
4821,R53946
4822,R50197
4823,R53944
4824,R14366
4825,R53948
4826,R50191
4827,R49758
4828,R49875
4829,R53640
4830,R322835
4831,R49752
4832,R317910
4833,R49466
4834,R315305
4835,R49356
4836,R49411
4837,R49331
4838,R53617
4839,R14349
4840,R53619
4841,R49328
4842,R49400
4843,R53615
4844,R49628
4845,R14351
4846,R49408
4847,R49314
4848,R49666
4849,R49336
4850,R49274
4851,R49301
4852,R53513
4853,R49137
4854,R49602
4855,R49110
4856,R53504
4857,R49591
4858,R49626
4859,R49108
4860,R49337
4861,R49597
4862,R49595
4863,R49583
4864,R49101
4865,R49294
4866,R49581
4867,R49297
4868,R53461
4869,R13552
4870,R53464
4871,R49092
4872,R49303
4873,R47753
4874,R48267
4875,R63526
4876,R48119
4877,R49310
4878,R48087
4879,R48098
4880,R52619
4881,R48204
4882,R52608
4883,R48229
4884,R47702
4885,R48070
4886,R48051
4887,R48060
4888,R52591
4889,R52590
4890,R47652
4891,R48178
4892,R48171
4893,R52583
4894,R52574
4895,R48164
4896,R52549
4897,R47620
4898,R48162
4899,R48157
4900,R48154
4901,R48147
4902,R52554
4903,R48017
4904,R52536
4905,R47995
4906,R47990
4907,R47579
4908,R47574
4909,R47999
4910,R315597
4911,R47980
4912,R48130
4913,R52510
4914,R315596
4915,R48124
4916,R48128
4917,R47964
4918,R47525
4919,R52501
4920,R47962
4921,R48122
4922,R48101
4923,R52508
4924,R48097
4925,R52485
4926,R322923
4927,R47516
4928,R47950
4929,R52489
4930,R52463
4931,R322920
4932,R47947
4933,R47510
4934,R47943
4935,R47925
4936,R47488
4937,R52450
4938,R47939
4939,R47482
4940,R48061
4941,R45694
4942,R45688
4943,R45870
4944,R45883
4945,R45302
4946,R323649
4947,R45545
4948,R45868
4949,R45867
4950,R45877
4951,R45527
4952,R45689
4953,R45519
4954,R45268
4955,R45683
4956,R13485
4957,R46057
4958,R46274
4959,R46718
4960,R63332
4961,R46051
4962,R46341
4963,R13121
4964,R46034
4965,R46047
4966,R46681
4967,R46255
4968,R46043
4969,R46315
4970,R46035
4971,R46020
4972,R46019
4973,R46581
4974,R46260
4975,R13102
4976,R46641
4977,R14014
4978,R46002
4979,R46001
4980,R46308
4981,R313128
4982,R46516
4983,R319130
4984,R322406
4985,R45973
4986,R323793
4987,R46526
4988,R46205
4989,R46482
4990,R308398
4991,R46193
4992,R46202
4993,R45954
4994,R13538
4995,R46473
4996,R45646
4997,R46187
4998,R306087
4999,R45776
5000,R13985
5001,R45635
5002,R45931
5003,R46173
5004,R45768
5005,R45905
5006,R45368
5007,R45916
5008,R45619
5009,R45364
5010,R45741
5011,R45730
5012,R45726
5013,R45355
5014,R45917
5015,R13518
5016,R45370
5017,R45911
5018,R45903
5019,R45718
5020,R45605
5021,R45329
5022,R45600
5023,R13071
5024,R45316
5025,R45888
5026,R45336
5027,R323819
5028,R317468
5029,R45249
5030,R45703
5031,R45324
5032,R45564
5033,R45864
5034,R45514
5035,R45589
5036,R45890
5037,R45681
5038,R45858
5039,R45241
5040,R48055
5041,R45243
5042,R52432
5043,R47900
5044,R48039
5045,R52434
5046,R308945
5047,R52417
5048,R47451
5049,R316651
5050,R319831
5051,R47915
5052,R52418
5053,R13778
5054,R52400
5055,R47383
5056,R52376
5057,R323502
5058,R319109
5059,R47993
5060,R10088
5061,R13774
5062,R52389
5063,R10087
5064,R13770
5065,R52378
5066,R47975
5067,R52387
5068,R52415
5069,R13896
5070,R47955
5071,R55560
5072,R55163
5073,R55180
5074,R55557
5075,R322662
5076,R14529
5077,R55847
5078,R55857
5079,R319233
5080,R55515
5081,R55841
5082,R55523
5083,R55517
5084,R55513
5085,R55761
5086,R55435
5087,R55790
5088,R55033
5089,R56432
5090,R56447
5091,R54642
5092,R55753
5093,R14508
5094,R54620
5095,R55749
5096,R55737
5097,R55765
5098,R55422
5099,R55755
5100,R55405
5101,R55411
5102,R55729
5103,R54554
5104,R14522
5105,R54534
5106,R56371
5107,R54563
5108,R55711
5109,R55012
5110,R55369
5111,R54985
5112,R55336
5113,R54459
5114,R54505
5115,R56251
5116,R54411
5117,R56234
5118,R54394
5119,R14627
5120,R54586
5121,R54582
5122,R54573
5123,R322787
5124,R54407
5125,R54542
5126,R56222
5127,R14625
5128,R322497
5129,R54570
5130,R54355
5131,R54423
5132,R55267
5133,R54281
5134,R54530
5135,R55241
5136,R54278
5137,R54307
5138,R55292
5139,R14499
5140,R56149
5141,R14623
5142,R55217
5143,R56109
5144,R318914
5145,R314350
5146,R54257
5147,R56112
5148,R56081
5149,R14782
5150,R63614
5151,R14617
5152,R63194
5153,R63543
5154,R63420
5155,R63161
5156,R63422
5157,R63011
5158,R62947
5159,R14493
5160,R14867
5161,R63430
5162,R63305
5163,R54220
5164,R56754
5165,R14668
5166,R56908
5167,R14546
5168,R56865
5169,R56832
5170,R56843
5171,R56741
5172,R56758
5173,R56830
5174,R56821
5175,R394122
5176,R56833
5177,R56688
5178,R56839
5179,R56835
5180,R56759
5181,R56642
5182,R56803
5183,R323087
5184,R56673
5185,R322390
5186,R56179
5187,R56711
5188,R56189
5189,R56793
5190,R14654
5191,R56157
5192,R14665
5193,R56769
5194,R56139
5195,R56780
5196,R56279
5197,R323861
5198,R56611
5199,R56589
5200,R56065
5201,R56323
5202,R56308
5203,R56345
5204,R56669
5205,R56046
5206,R56263
5207,R56644
5208,R56626
5209,R56271
